Target_name,Complex_participants,Node_id,Target_type,Target_group,Target_group_score_normalized,Conectivity_Score
ceramide kinase-like protein,None,CERKL,0,T4,0.1,0.6012339465747926
ceramide synthase 1 (cers1) (lag1 longevity assurance homolog 1) (longevity assurance gene 1 protein homolog 1) (protein uog-1) (sphingoid base n-stearoyltransferase cers1) (ec 2.3.1.299),None,CERS1,0,T4,0.1,0.6102565695860037
ceramide synthase 3 (cers3) (dihydroceramide synthase 3) (lag1 longevity assurance homolog 3) (sphingosine n-acyltransferase cers3) (ec 2.3.1.24) (ultra-long-chain ceramide synthase cers3) (ec 2.3.1.298) (very-long-chain ceramide synthase cers3) (ec 2.3.1.297),None,CERS3,0,T4,0.1,0.5469513249354073
ceramide transfer protein (hcert) (collagen type iv alpha-3-binding protein) (goodpasture antigen-binding protein) (gpbp) (start domain-containing protein 11) (stard11) (star-related lipid transfer protein 11),None,CERT1,0,T4,0.1,0.6168102411024116
cholesteryl ester transfer protein (lipid transfer protein i),None,CETP,0,T4,0.1,0.8215771431272789
cilia- and flagella-associated protein 45 (coiled-coil domain-containing protein 19) (nasopharyngeal epithelium-specific protein 1),None,CFAP45,0,T4,0.1,0.3716573958237746
cilia- and flagella-associated protein 52 (wd repeat-containing protein 16) (wd40-repeat protein up-regulated in hcc),None,CFAP52,0,T4,0.1,0.34932001662227186
cilia- and flagella-associated protein 53 (coiled-coil domain-containing protein 11),None,CFAP53,0,T4,0.1,0.3696229967271437
cilia- and flagella-associated protein 410 (c21orf-humf09g8.5) (leucine-rich repeat-containing protein 76) (yf5/a2),None,CFAP410,0,T4,0.1,0.6218563061179069
cryptic protein (cryptic family protein 1),None,CFC1,0,T4,0.1,0.7455995092544546
complement factor d (ec 3.4.21.46) (adipsin) (c3 convertase activator) (properdin factor d),None,CFD,0,T4,0.1,0.7662284622696478
complement factor h-related protein 1 (fhr-1) (h factor-like protein 1) (fhl-1) (h-factor-like 1) (h36),None,CFHR1,0,T4,0.1,0.5227063514560936
complement factor h-related protein 3 (fhr-3) (down16) (h factor-like protein 3),None,CFHR3,0,T4,0.1,0.4590180967255964
complement factor h-related protein 5 (fhr-5),None,CFHR5,0,T4,0.1,0.47179948058924664
"cofilin-2 (cofilin, muscle isoform)",None,CFL2,0,T4,0.1,0.82714272774706
cingulin-like protein 1 (junction-associated coiled-coil protein) (paracingulin),None,CGNL1,0,T4,0.1,0.4918997563179392
choline o-acetyltransferase (choactase) (chat) (choline acetylase) (ec 2.3.1.6),None,CHAT,0,T4,0.1,0.9077108453252927
coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (aging-associated gene 10 protein) (hcv ns2 trans-regulated protein) (ns2tp),None,CHCHD2,0,T4,0.1,0.745625500690488
coiled-coil-helix-coiled-coil-helix domain-containing protein 7,None,CHCHD7,0,T4,0.1,0.6259441042974174
"coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial (protein n27c7-4)",None,CHCHD10,0,T4,0.1,0.6567911411768689
chromodomain-helicase-dna-binding protein 1 (chd-1) (ec 3.6.4.12) (atp-dependent helicase chd1),None,CHD1,0,T4,0.1,0.7726745314677487
chromodomain-helicase-dna-binding protein 2 (chd-2) (ec 3.6.4.12) (atp-dependent helicase chd2),None,CHD2,0,T4,0.1,0.6605439766962539
chromodomain-helicase-dna-binding protein 5 (chd-5) (ec 3.6.4.12) (atp-dependent helicase chd5),None,CHD5,0,T4,0.1,0.7721254654557155
chromodomain-helicase-dna-binding protein 6 (chd-6) (ec 3.6.4.12) (atp-dependent helicase chd6) (radiation-induced gene b protein),None,CHD6,0,T4,0.1,0.8816503796329135
chromodomain-helicase-dna-binding protein 7 (chd-7) (ec 3.6.4.12) (atp-dependent helicase chd7),None,CHD7,0,T4,0.1,0.7624494056983911
chromodomain-helicase-dna-binding protein 8 (chd-8) (ec 3.6.4.12) (atp-dependent helicase chd8) (helicase with snf2 domain 1),None,CHD8,0,T4,0.1,0.7504224741441584
chitinase-3-like protein 1 (39 kda synovial protein) (cartilage glycoprotein 39) (cgp-39) (gp-39) (hcgp-39) (ykl-40),None,CHI3L1,0,T4,0.1,0.8677964841908408
cysteine-rich hydrophobic domain-containing protein 2 (brx-like translocated in leukemia),None,CHIC2,0,T4,0.1,0.7064853305460266
choline/ethanolamine kinase (choline kinase beta) (ck) (ckb) (ec 2.7.1.32) (choline kinase-like protein) (ethanolamine kinase) (ek) (ec 2.7.1.82) (ethanolamine kinase beta) (ekb) (choline/ethanolamine kinase beta) (ckekb),None,CHKB,0,T4,0.1,0.7404281881826852
rab proteins geranylgeranyltransferase component a 1 (choroideremia protein) (rab escort protein 1) (rep-1) (tcd protein),None,CHM,0,T4,0.1,0.5999445022539303
n-chimaerin (a-chimaerin) (alpha-chimerin) (n-chimerin) (nc) (rho gtpase-activating protein 2),None,CHN1,0,T4,0.1,0.7463156601769357
calcineurin b homologous protein 1 (calcineurin b-like protein) (calcium-binding protein chp) (calcium-binding protein p22) (ef-hand calcium-binding domain-containing protein p22),None,CHP1,0,T4,0.1,0.6296290921372631
carbohydrate sulfotransferase 6 (corneal n-acetylglucosamine-6-o-sulfotransferase) (c-glcnac6st) (hcgn6st) (ec 2.8.2.21) (galactose/n-acetylglucosamine/n-acetylglucosamine 6-o-sulfotransferase 4-beta) (gst4-beta) (n-acetylglucosamine 6-o-sulfotransferase 5) (glcnac6st-5) (gn6st-5),None,CHST6,0,T4,0.1,0.435084020505883
carbohydrate sulfotransferase 8 (ec 2.8.2.-) (galnac-4-o-sulfotransferase 1) (galnac-4-st1) (galnac4st-1) (n-acetylgalactosamine-4-o-sulfotransferase 1),None,CHST8,0,T4,0.1,0.51348029217797
carbohydrate sulfotransferase 14 (ec 2.8.2.35) (dermatan 4-sulfotransferase 1) (d4st-1) (hd4st1),None,CHST14,0,T4,0.1,0.3991612595445507
calcium and integrin-binding protein 1 (cib) (calcium- and integrin-binding protein) (cibp) (calmyrin) (dna-pkcs-interacting protein) (kinase-interacting protein) (kip) (snk-interacting protein 2-28) (sip2-28),None,CIB1,0,T4,0.1,0.9311834274000779
calcium and integrin-binding family member 2 (kinase-interacting protein 2) (kip 2),None,CIB2,0,T4,0.1,0.5559917705589865
protein capicua homolog,None,CIC,0,T4,0.1,0.660346451467917
lipid transferase cidea (cell death activator cide-a) (cell death-inducing dffa-like effector a),None,CIDEA,0,T4,0.1,0.7147203520694401
lipid transferase cidec (cell death activator cide-3) (cell death-inducing dffa-like effector protein c) (fat-specific protein fsp27 homolog),None,CIDEC,0,T4,0.1,0.6853696297560357
mhc class ii transactivator (ciita) (ec 2.3.1.-) (ec 2.7.11.1),None,CIITA,0,T4,0.1,0.8300952769211027
cartilage intermediate layer protein 1 (cilp-1) (cartilage intermediate-layer protein) [cleaved into: cartilage intermediate layer protein 1 c1; cartilage intermediate layer protein 1 c2],None,CILP,0,T4,0.1,0.5415145074341229
cbp/p300-interacting transactivator 2 (msg-related protein 1) (mrg-1) (p35srj),None,CITED2,0,T4,0.1,0.8257546138692524
cip1-interacting zinc finger protein (cdkn1a-interacting zinc finger protein 1) (nuclear protein np94) (zinc finger protein 356),None,CIZ1,0,T4,0.1,0.5509853023172212
cytoskeleton-associated protein 2-like (radial fiber and mitotic spindle protein) (radmis),None,CKAP2L,0,T4,0.1,0.7429931960239485
chloride channel clic-like protein 1 (mid-1-related chloride channel protein 1),None,CLCC1,0,T4,0.1,0.5361385750485971
cardiotrophin-like cytokine factor 1 (b-cell-stimulating factor 3) (bsf-3) (novel neurotrophin-1) (nnt-1),None,CLCF1,0,T4,0.1,0.6825294684137284
"chloride channel protein 1 (clc-1) (chloride channel protein, skeletal muscle)",None,CLCN1,0,T4,0.1,0.8639495399186733
chloride channel protein 2 (clc-2),None,CLCN2,0,T4,0.1,0.90706738554144
h(+)/cl(-) exchange transporter 3 (chloride channel protein 3) (clc-3) (chloride transporter clc-3),None,CLCN3,0,T4,0.1,0.599740770697394
h(+)/cl(-) exchange transporter 4 (chloride channel protein 4) (clc-4) (chloride transporter clc-4),None,CLCN4,0,T4,0.1,0.6559641852743511
h(+)/cl(-) exchange transporter 5 (chloride channel protein 5) (clc-5) (chloride transporter clc-5),None,CLCN5,0,T4,0.1,0.580121195412995
h(+)/cl(-) exchange transporter 6 (chloride channel protein 6) (clc-6) (chloride transport protein 6),None,CLCN6,0,T4,0.1,0.784225307061912
chloride channel protein clc-ka (chloride channel ka) (clc-k1),None,CLCNKA,0,T4,0.1,0.6444064494415394
chloride channel protein clc-kb (chloride channel kb) (clc-k2),None,CLCNKB,0,T4,0.1,0.7127205038303648
claudin-1 (senescence-associated epithelial membrane protein),None,CLDN1,0,T4,0.1,0.7424250657197922
claudin-2 (sp82),None,CLDN2,0,T4,0.1,0.769282628428535
claudin-3 (clostridium perfringens enterotoxin receptor 2) (cpe-r 2) (cpe-receptor 2) (rat ventral prostate.1 protein homolog) (hrvp1),None,CLDN3,0,T4,0.1,0.6984715136543933
claudin-4 (clostridium perfringens enterotoxin receptor) (cpe-r) (cpe-receptor) (williams-beuren syndrome chromosomal region 8 protein),None,CLDN4,0,T4,0.1,0.7218954070524711
claudin-9,None,CLDN9,0,T4,0.1,0.40556132242583015
claudin-11 (oligodendrocyte-specific protein),None,CLDN11,0,T4,0.1,0.5945003738361054
claudin-14,None,CLDN14,0,T4,0.1,0.4754714846884469
claudin-16 (paracellin-1) (pcln-1),None,CLDN16,0,T4,0.1,0.46822454881123265
claudin-19,None,CLDN19,0,T4,0.1,0.4345358563722591
tetranectin (tn) (c-type lectin domain family 3 member b) (plasminogen kringle 4-binding protein),None,CLEC3B,0,T4,0.1,0.7606617881214288
c-type lectin domain family 7 member a (beta-glucan receptor) (c-type lectin superfamily member 12) (dendritic cell-associated c-type lectin 1) (dc-associated c-type lectin 1) (dectin-1) (cd antigen cd369),None,CLEC7A,0,T4,0.1,0.7841030610307229
protein clec16a (c-type lectin domain family 16 member a),None,CLEC16A,0,T4,0.1,0.5130555955498731
chloride intracellular channel protein 2 (glutaredoxin-like oxidoreductase clic2) (ec 1.8.-.-) (glutaredoxin-like peroxidase clic2) (ec 1.11.1.-) (xap121),None,CLIC2,0,T4,0.1,0.625072389724482
chloride intracellular channel protein 5 (glutaredoxin-like oxidoreductase clic5) (ec 1.8.-.-),None,CLIC5,0,T4,0.1,0.5268088594165908
cap-gly domain-containing linker protein 2 (cytoplasmic linker protein 115) (clip-115) (cytoplasmic linker protein 2) (williams-beuren syndrome chromosomal region 3 protein) (williams-beuren syndrome chromosomal region 4 protein),None,CLIP2,0,T4,0.1,0.5917965281648636
cxadr-like membrane protein (adipocyte adhesion molecule) (coxsackie- and adenovirus receptor-like membrane protein) (car-like membrane protein),None,CLMP,0,T4,0.1,0.5996011358398805
battenin (batten disease protein) (protein cln3),None,CLN3,0,T4,0.1,0.5787423906540996
"bis(monoacylglycero)phosphate synthase cln5 (bmp synthase cln5) (ec 2.3.1.-) (ceroid-lipofuscinosis neuronal protein 5) (protein cln5) (palmitoyl protein thioesterase cln5) (ec 3.1.2.22) (s-depalmitoylase cln5) [cleaved into: bis(monoacylglycero)phosphate synthase cln5, secreted form]",None,CLN5,0,T4,0.1,0.6100127058137691
ceroid-lipofuscinosis neuronal protein 6 (protein cln6),None,CLN6,0,T4,0.1,0.5346653119236867
protein cln8,None,CLN8,0,T4,0.1,0.49257162977952057
polyribonucleotide 5'-hydroxyl-kinase clp1 (ec 2.7.1.78) (polyadenylation factor clp1) (polynucleotide kinase clp1) (pre-mrna cleavage complex ii protein clp1),None,CLP1,0,T4,0.1,0.5413266090029986
"mitochondrial disaggregase (ec 3.6.1.-) (suppressor of potassium transport defect 3) [cleaved into: mitochondrial disaggregase, cleaved form]",None,CLPB,0,T4,0.1,0.6633698028069563
clarin-1 (usher syndrome type-3 protein),None,CLRN1,0,T4,0.1,0.49296131888916883
clathrin heavy chain 1 (clathrin heavy chain on chromosome 17) (clh-17),None,CLTC,0,T4,0.1,0.7914205550961186
cx9c motif-containing protein 4 (mature t-cell proliferation 1 neighbor protein) (mature t-cell proliferation-1 type a) (mtcp-1 type a) (protein p8 mtcp-1) (p8mtcp1),None,CMC4,0,T4,0.1,0.5492323493455067
cchc-type zinc finger nucleic acid binding protein (cellular nucleic acid-binding protein) (cnbp) (zinc finger protein 9),None,CNBP,0,T4,0.1,0.6875085074658362
"cyclic nucleotide-gated channel alpha-1 (cng channel alpha-1) (cng-1) (cng1) (cyclic nucleotide-gated channel, photoreceptor) (rod photoreceptor cgmp-gated cation channel subunit alpha) (cgmp-gated cation channel alpha-1)",None,CNGA1,0,T4,0.1,0.6995780320031171
cyclic nucleotide-gated channel alpha-3 (cng channel alpha-3) (cng-3) (cng3) (cone photoreceptor cgmp-gated channel subunit alpha-3),None,CNGA3,0,T4,0.1,0.5750370593525274
cyclic nucleotide-gated channel beta-1 (cng channel beta-1) (cyclic nucleotide-gated cation channel 4) (cng channel 4) (cng-4) (cng4) (cyclic nucleotide-gated cation channel gamma) (cyclic nucleotide-gated cation channel modulatory subunit) (glutamic acid-rich protein) (garp),None,CNGB1,0,T4,0.1,0.6844792068245167
cyclic nucleotide-gated channel beta-3 (cng channel beta-3) (cone photoreceptor cgmp-gated channel subunit beta) (cyclic nucleotide-gated cation channel beta-3) (cyclic nucleotide-gated cation channel modulatory subunit),None,CNGB3,0,T4,0.1,0.5467417507479458
connector enhancer of kinase suppressor of ras 2 (connector enhancer of ksr 2) (cnk homolog protein 2) (cnk2),None,CNKSR2,0,T4,0.1,0.7924254633062181
metal transporter cnnm2 (ancient conserved domain-containing protein 2) (cyclin-m2),None,CNNM2,0,T4,0.1,0.5375423433916666
metal transporter cnnm4 (ancient conserved domain-containing protein 4) (cyclin-m4),None,CNNM4,0,T4,0.1,0.48303227109667074
"2',3'-cyclic-nucleotide 3'-phosphodiesterase (cnp) (cnpase) (ec 3.1.4.37)",None,CNP,0,T4,0.1,0.7244361842130626
protein canopy homolog 3 (ctg repeat protein 4a) (expanded repeat-domain protein cag/ctg 5) (protein associated with tlr4) (trinucleotide repeat-containing gene 5 protein),None,CNPY3,0,T4,0.1,0.6071862707493356
contactin-1 (glycoprotein gp135) (neural cell surface protein f3),None,CNTN1,0,T4,0.1,0.7697848543760757
contactin-2 (axonal glycoprotein tag-1) (axonin-1) (transient axonal glycoprotein 1) (tax-1),None,CNTN2,0,T4,0.1,0.8169951222621367
contactin-4 (brain-derived immunoglobulin superfamily protein 2) (big-2),None,CNTN4,0,T4,0.1,0.8149896519033223
contactin-associated protein 1 (caspr) (caspr1) (neurexin iv) (neurexin-4) (p190),None,CNTNAP1,0,T4,0.1,0.5603448214597622
contactin-associated protein-like 2 (cell recognition molecule caspr2),None,CNTNAP2,0,T4,0.1,0.7644870354743092
centriolin (centrosomal protein 1) (centrosomal protein of 110 kda) (cep110),None,CNTRL,0,T4,0.1,0.6954376826148213
"cytochrome c oxidase assembly factor 3 homolog, mitochondrial (coiled-coil domain-containing protein 56) (mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 12 kda)",None,COA3,0,T4,0.1,0.4968401112182119
cytochrome c oxidase assembly factor 5,None,COA5,0,T4,0.1,0.43775399247189656
cytochrome c oxidase assembly factor 6 homolog,None,COA6,0,T4,0.1,0.5507220348045524
bifunctional coenzyme a synthase (coa synthase) (nbp) (pov-2) [includes: phosphopantetheine adenylyltransferase (ec 2.7.7.3) (dephospho-coa pyrophosphorylase) (pantetheine-phosphate adenylyltransferase) (ppat); dephospho-coa kinase (dpck) (ec 2.7.1.24) (dephosphocoenzyme a kinase) (dpcoak)],None,COASY,0,T4,0.1,0.6711556611840871
cochlin (coch-5b2),None,COCH,0,T4,0.1,0.6720822916501976
acetylcholinesterase collagenic tail peptide (ache q subunit) (acetylcholinesterase-associated collagen),None,COLQ,0,T4,0.1,0.7678933385854291
catechol o-methyltransferase (ec 2.1.1.6),None,COMT,0,T4,0.1,0.972296232135948
"4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-hb polyprenyltransferase) (ec 2.5.1.39) (4-hydroxybenzoate decaprenyltransferase) (coq2 homolog) (hcoq2) (para-hydroxybenzoate--polyprenyltransferase) (phb:ppt) (phb:polyprenyltransferase)",None,COQ2,0,T4,0.1,0.6655249981361501
"atrial natriuretic peptide-converting enzyme (ec 3.4.21.-) (corin) (heart-specific serine proteinase atc2) (pro-anp-converting enzyme) (transmembrane protease serine 10) [cleaved into: atrial natriuretic peptide-converting enzyme, n-terminal propeptide; atrial natriuretic peptide-converting enzyme, activated protease fragment; atrial natriuretic peptide-converting enzyme, 180 kda soluble fragment; atrial natriuretic peptide-converting enzyme, 160 kda soluble fragment; atrial natriuretic peptide-converting enzyme, 100 kda soluble fragment]",None,CORIN,0,T4,0.1,0.45779610303016505
coronin-1a (coronin-like protein a) (clipin-a) (coronin-like protein p57) (tryptophan aspartate-containing coat protein) (taco),None,CORO1A,0,T4,0.1,0.7318151546596002
"cytochrome c oxidase subunit 4 isoform 2, mitochondrial (cytochrome c oxidase subunit iv isoform 2) (cox iv-2)",None,COX4I2,0,T4,0.1,0.6103336184258342
"cytochrome c oxidase subunit 6a2, mitochondrial (cytochrome c oxidase polypeptide via-heart) (coxviah) (cytochrome c oxidase subunit via-muscle) (cox via-m)",None,COX6A2,0,T4,0.1,0.5503536665077976
"protoheme ix farnesyltransferase, mitochondrial (ec 2.5.1.141) (heme o synthase)",None,COX10,0,T4,0.1,0.5799174454181638
cytochrome c oxidase assembly protein cox14,None,COX14,0,T4,0.1,0.5439038740855715
heme a synthase cox15 (has) (ec 1.17.99.9) (cytochrome c oxidase assembly protein cox15 homolog),None,COX15,0,T4,0.1,0.549178325881105
"cytochrome c oxidase assembly protein cox16 homolog, mitochondrial (hcox16)",None,COX16,0,T4,0.1,0.5585851467835069
"cytochrome c oxidase assembly protein cox20, mitochondrial",None,COX20,0,T4,0.1,0.49612174357948025
ceruloplasmin (cuproxidase ceruloplasmin) (ec 1.16.3.4) (ferroxidase ceruloplasmin) (ec 1.16.3.1) (glutathione peroxidase ceruloplasmin) (ec 1.11.1.9) (glutathione-dependent peroxiredoxin ceruloplasmin) (ec 1.11.1.27),None,CP,0,T4,0.1,0.7736454772453594
carboxypeptidase a6 (ec 3.4.17.-),None,CPA6,0,T4,0.1,0.7014293994479573
c3 and pzp-like alpha-2-macroglobulin domain-containing protein 8,None,CPAMD8,0,T4,0.1,0.5633258231558674
carboxypeptidase e (cpe) (ec 3.4.17.10) (carboxypeptidase h) (cph) (enkephalin convertase) (prohormone-processing carboxypeptidase),None,CPE,0,T4,0.1,0.65638087845078
complexin-1 (complexin i) (cpx i) (synaphin-2),None,CPLX1,0,T4,0.1,0.6850299661750159
carboxypeptidase n catalytic chain (cpn) (ec 3.4.17.3) (anaphylatoxin inactivator) (arginine carboxypeptidase) (carboxypeptidase n polypeptide 1) (carboxypeptidase n small subunit) (kininase-1) (lysine carboxypeptidase) (plasma carboxypeptidase b) (serum carboxypeptidase n) (scpn),None,CPN1,0,T4,0.1,0.7044494661872317
"oxygen-dependent coproporphyrinogen-iii oxidase, mitochondrial (cox) (coprogen oxidase) (coproporphyrinogenase) (ec 1.3.3.3)",None,CPOX,0,T4,0.1,0.6458536043951111
"carbamoyl-phosphate synthase [ammonia], mitochondrial (ec 6.3.4.16) (carbamoyl-phosphate synthetase i) (cpsase i)",None,CPS1,0,T4,0.1,0.677121785485461
"palmitoyl thioesterase cpt1c (ec 3.1.2.22) (carnitine o-palmitoyltransferase 1, brain isoform) (cpti-b) (carnitine palmitoyltransferase 1c) (carnitine palmitoyltransferase i) (cpt i-c)",None,CPT1C,0,T4,0.1,0.745788724634994
cyclic amp-responsive element-binding protein 1 (creb-1) (camp-responsive element-binding protein 1),"ATF4,CREB1",CPX-8,0,T4,0.1,1.1028059087590942
cyclic amp-dependent transcription factor atf-1 (camp-dependent transcription factor atf-1) (activating transcription factor 1) (protein treb36),"ATF4,ATF1",CPX-9,0,T4,0.1,0.7027907057531129
cardiac phospholamban (plb),PLN,CPX-51,0,T4,0.1,0.7311370012183724
mothers against decapentaplegic homolog 1 (mad homolog 1) (mothers against dpp homolog 1) (jv4-1) (mad-related protein 1) (smad family member 1) (smad 1) (smad1) (hsmad1) (transforming growth factor-beta-signaling protein 1) (bsp-1),"SMAD4,SMAD1",CPX-54,0,T4,0.1,0.9235331954969962
suppressor of fused homolog (sufuh),"GLI1,SUFU",CPX-56,0,T4,0.1,1.0276370414675324
homeobox protein nkx-2.5 (cardiac-specific homeobox) (homeobox protein csx) (homeobox protein nk-2 homolog e),NKX2-5,CPX-61,0,T4,0.1,0.7389981476569568
ccaat/enhancer-binding protein alpha (c/ebp alpha),"DDIT3,CEBPA",CPX-69,0,T4,0.1,1.0310111128937758
dna damage-inducible transcript 3 protein (ddit-3) (c/ebp zeta) (c/ebp-homologous protein) (chop) (c/ebp-homologous protein 10) (chop-10) (ccaat/enhancer-binding protein homologous protein) (growth arrest and dna damage-inducible protein gadd153),"DDIT3,CEBPB",CPX-70,0,T4,0.1,0.91471272098776
ccaat/enhancer-binding protein alpha (c/ebp alpha),CEBPA,CPX-71,0,T4,0.1,0.9098612133662858
uv radiation resistance-associated gene protein (p63),"PIK3C3,PIK3R4,BECN1,UVRAG",CPX-74,0,T4,0.1,0.9224046878434656
dna mismatch repair protein msh2 (hmsh2) (muts protein homolog 2),"MSH2,MSH3",CPX-77,0,T4,0.1,0.8939727789952198
dna mismatch repair protein msh2 (hmsh2) (muts protein homolog 2),"MSH2,MSH6",CPX-80,0,T4,0.1,0.8865532707814754
mitotic spindle assembly checkpoint protein mad1 (mitotic arrest deficient 1-like protein 1) (mad1-like protein 1) (mitotic checkpoint mad1 protein homolog) (hsmad1) (hmad1) (tax-binding protein 181),MAD1L1,CPX-82,0,T4,0.1,0.701062643906455
mitotic spindle assembly checkpoint protein mad1 (mitotic arrest deficient 1-like protein 1) (mad1-like protein 1) (mitotic checkpoint mad1 protein homolog) (hsmad1) (hmad1) (tax-binding protein 181),"MAD2L1,MAD1L1",CPX-85,0,T4,0.1,0.5671255020149657
adenomatous polyposis coli protein 2 (adenomatous polyposis coli protein-like) (apc-like),"GSK3B,AXIN1,APC2,CSNK1A1",CPX-99,0,T4,0.1,0.871127515233424
telethonin (titin cap protein),"TTN,TCAP",CPX-101,0,T4,0.1,0.6181575449030275
calmodulin-3,"DAPK1,calm_human",CPX-102,0,T4,0.1,1.2380046895469248
protein max (class d basic helix-loop-helix protein 4) (bhlhd4) (myc-associated factor x),"MXD1,MAX",CPX-104,0,T4,0.1,1.0327562014820217
adenomatous polyposis coli protein (protein apc) (deleted in polyposis 2.5),"AXIN1,GSK3A,APC,CSNK1A1",CPX-107,0,T4,0.1,0.9912394358028375
adenomatous polyposis coli protein (protein apc) (deleted in polyposis 2.5),"GSK3B,AXIN1,APC,CSNK1A1",CPX-109,0,T4,0.1,0.8825668045380067
platelet glycoprotein ib alpha chain (gp-ib alpha) (gpib-alpha) (gpiba) (glycoprotein ibalpha) (antigen cd42b-alpha) (cd antigen cd42b) [cleaved into: glycocalicin],"GP1BB,GP9,GP5,GP1BA",CPX-114,0,T4,0.1,0.8945772088303673
sodium/potassium-transporting atpase subunit alpha-1 (na(+)/k(+) atpase alpha-1 subunit) (ec 7.2.2.13) (sodium pump subunit alpha-1),"ATP1A1,ATP1B1,FXYD2",CPX-125,0,T4,0.1,0.8056323057484185
low-density lipoprotein receptor (ldl receptor),"LDLR,Q8NBP7-PRO_0000027120,Q8NBP7-PRO_0000027121",CPX-128,0,T4,0.1,0.8926817344750936
annexin a2 (annexin ii) (annexin-2) (calpactin i heavy chain) (calpactin-1 heavy chain) (chromobindin-8) (lipocortin ii) (placental anticoagulant protein iv) (pap-iv) (protein i) (p36),"PCSK9,ANXA2",CPX-130,0,T4,0.1,1.0037289559544296
potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,HCN4,CPX-131,0,T4,0.1,0.6671026401951595
endoribonuclease dicer (ec 3.1.26.3) (helicase with rnase motif) (helicase moi),"TARBP2,DICER1",CPX-134,0,T4,0.1,1.0674186605142084
transitional endoplasmic reticulum atpase (ter atpase) (ec 3.6.4.6) (15s mg(2+)-atpase p97 subunit) (valosin-containing protein) (vcp),"VCP,UFD1,NPLOC4",CPX-137,0,T4,0.1,0.9243078294380872
mothers against decapentaplegic homolog 1 (mad homolog 1) (mothers against dpp homolog 1) (jv4-1) (mad-related protein 1) (smad family member 1) (smad 1) (smad1) (hsmad1) (transforming growth factor-beta-signaling protein 1) (bsp-1),SMAD1,CPX-144,0,T4,0.1,0.8728055198627608
suppressor of fused homolog (sufuh),"GLI2,SUFU",CPX-148,0,T4,0.1,1.0239074228198426
suppressor of fused homolog (sufuh),"GLI3,SUFU",CPX-150,0,T4,0.1,1.020809926551462
adrenocortical dysplasia protein homolog (pot1 and tin2-interacting protein),"TERF1,TERF2,TINF2,ACD,TERF2IP,POT1",CPX-152,0,T4,0.1,0.7364531822693372
retinoblastoma-associated protein (p105-rb) (p110-rb1) (prb) (rb) (pp110),"TFDP1,E2F1,RB1",CPX-155,0,T4,0.1,0.9811617880697322
retinoblastoma-associated protein (p105-rb) (p110-rb1) (prb) (rb) (pp110),"TFDP1,E2F2,RB1",CPX-175,0,T4,0.1,0.9811617880697322
atp-binding cassette sub-family c member 8 (sulfonylurea receptor 1),"KCNJ11,ABCC8",CPX-195,0,T4,0.1,0.7553066463119533
atp-binding cassette sub-family c member 9 (sulfonylurea receptor 2),"KCNJ11,ABCC9",CPX-197,0,T4,0.1,0.6817114494151573
autophagy protein 5 (apg5-like) (apoptosis-specific protein),"ATG12,ATG5,ATG16L1",CPX-200,0,T4,0.1,1.0225041749693027
transcriptional coactivator yap1 (yes-associated protein 1) (protein yorkie homolog) (yes-associated protein yap65 homolog),"YAP1,TEAD1",CPX-256,0,T4,0.1,0.8883445999545662
transitional endoplasmic reticulum atpase (ter atpase) (ec 3.6.4.6) (15s mg(2+)-atpase p97 subunit) (valosin-containing protein) (vcp),"NSFL1C,VCP",CPX-262,0,T4,0.1,1.2414682051958745
amiloride-sensitive sodium channel subunit alpha (alpha-nach) (epithelial na(+) channel subunit alpha) (alpha-enac) (enaca) (nonvoltage-gated sodium channel 1 subunit alpha) (scnea),"SCNN1A,SCNN1B,SCNN1G,SCNN1D",CPX-312,0,T4,0.1,0.8976539865954599
amiloride-sensitive sodium channel subunit beta (beta-nach) (epithelial na(+) channel subunit beta) (beta-enac) (enacb) (nonvoltage-gated sodium channel 1 subunit beta) (scneb),"SCNN1B,SCNN1G,SCNN1D",CPX-313,0,T4,0.1,0.8720738934132122
cyclin-q (cdk10-activating cyclin) (cyclin-m) (cyclin-related protein fam58a),"CCNQ,CDK10",CPX-326,0,T4,0.1,0.70972147757028
charged multivesicular body protein 1a (chromatin-modifying protein 1a) (chmp1a) (vacuolar protein sorting-associated protein 46-1) (vps46-1) (hvps46-1),"CHMP1B,CHMP3,CHMP4B,CHMP2A,CHMP1A,CHMP2B,CHMP4A,CHMP4C,CHMP5,CHMP6,CHMP7",CPX-329,0,T4,0.1,0.8960003493640526
vacuolar protein sorting-associated protein 4a (ec 3.6.4.6) (protein skd2) (vps4-1) (hvps4),"VPS4A,VPS4B",CPX-338,0,T4,0.1,0.7258680710936742
autophagy protein 5 (apg5-like) (apoptosis-specific protein),"ATG12,ATG5,ATG16L2",CPX-354,0,T4,0.1,0.9921566700917454
autophagy protein 5 (apg5-like) (apoptosis-specific protein),"ATG12,ATG5",CPX-356,0,T4,0.1,0.9921566700917454
autophagy protein 5 (apg5-like) (apoptosis-specific protein),"TECPR1,ATG5,ATG12",CPX-358,0,T4,0.1,1.2557061811333978
